date,stp_id,farm_id,tons_delivered
2025-01-18,STP_KKD,F_1181,0.005
2025-01-18,STP_KKD,F_1225,0.002
2025-01-19,STP_GVR,F_1233,0.002
2025-01-19,STP_TVM,F_1137,0.005
2025-01-19,STP_GVR,F_1001,0.002
2025-01-19,STP_KCH,F_1005,0.003
2025-01-19,STP_KKD,F_1135,0.007
2025-01-19,STP_KCH,F_1183,0.004
2025-01-19,STP_GVR,F_1227,0.005
2025-01-19,STP_KKD,F_1181,0.006
2025-01-19,STP_KKD,F_1225,0.002
2025-01-20,STP_GVR,F_1233,0.002
2025-01-20,STP_KCH,F_1224,0.009
2025-01-20,STP_TVM,F_1008,0.002
2025-01-20,STP_KKD,F_1092,0.006
2025-01-20,STP_TVM,F_1137,0.006
2025-01-20,STP_GVR,F_1001,0.002
2025-01-20,STP_KCH,F_1005,0.004
2025-01-20,STP_TVM,F_1235,0.002
2025-01-20,STP_KKD,F_1135,0.008
2025-01-20,STP_KCH,F_1183,0.005
2025-01-20,STP_KCH,F_1140,0.004
2025-01-20,STP_GVR,F_1227,0.006
2025-01-20,STP_KKD,F_1181,0.007
2025-01-20,STP_KKD,F_1225,0.002
2025-01-21,STP_GVR,F_1233,0.003
2025-01-21,STP_KCH,F_1224,0.01
2025-01-21,STP_TVM,F_1008,0.003
2025-01-21,STP_KKD,F_1092,0.007
2025-01-21,STP_TVM,F_1137,0.007
2025-01-21,STP_GVR,F_1001,0.002
2025-01-21,STP_KCH,F_1005,0.004
2025-01-21,STP_TVM,F_1235,0.002
2025-01-21,STP_KKD,F_1135,0.009
2025-01-21,STP_KCH,F_1183,0.006
2025-01-21,STP_KCH,F_1140,0.004
2025-01-21,STP_KCH,F_1093,0.002
2025-01-21,STP_GVR,F_1227,0.007
2025-01-21,STP_KKD,F_1181,0.008
2025-01-21,STP_KKD,F_1225,0.002
2025-01-22,STP_GVR,F_1233,0.003
2025-01-22,STP_KCH,F_1224,0.011
2025-01-22,STP_KCH,F_1147,0.002
2025-01-22,STP_TVM,F_1046,0.009
2025-01-22,STP_GVR,F_1234,0.003
2025-01-22,STP_TVM,F_1008,0.003
2025-01-22,STP_KCH,F_1182,0.002
2025-01-22,STP_TVM,F_1054,0.003
2025-01-22,STP_KKD,F_1092,0.008
2025-01-22,STP_TVM,F_1137,0.008
2025-01-22,STP_TVM,F_1094,0.002
2025-01-22,STP_GVR,F_1001,0.002
2025-01-22,STP_KCH,F_1005,0.005
2025-01-22,STP_TVM,F_1134,0.002
2025-01-22,STP_TVM,F_1139,0.002
2025-01-22,STP_TVM,F_1235,0.002
2025-01-22,STP_KKD,F_1135,0.01
2025-01-22,STP_KCH,F_1183,0.007
2025-01-22,STP_KKD,F_1057,0.002
2025-01-22,STP_KCH,F_1140,0.005
2025-01-22,STP_KCH,F_1093,0.002
2025-01-22,STP_KKD,F_1186,0.004
2025-01-22,STP_GVR,F_1227,0.008
2025-01-22,STP_KKD,F_1142,0.004
2025-01-22,STP_KKD,F_1010,0.002
2025-01-22,STP_KKD,F_1090,0.01
2025-01-22,STP_KKD,F_1181,0.009
2025-01-22,STP_KKD,F_1225,0.002
2025-01-23,STP_GVR,F_1233,0.004
2025-01-23,STP_KCH,F_1224,0.013
2025-01-23,STP_KCH,F_1147,0.002
2025-01-23,STP_TVM,F_1046,0.01
2025-01-23,STP_GVR,F_1234,0.003
2025-01-23,STP_TVM,F_1008,0.004
2025-01-23,STP_KCH,F_1182,0.002
2025-01-23,STP_TVM,F_1054,0.003
2025-01-23,STP_KKD,F_1092,0.009
2025-01-23,STP_TVM,F_1137,0.009
2025-01-23,STP_TVM,F_1094,0.002
2025-01-23,STP_GVR,F_1001,0.002
2025-01-23,STP_KCH,F_1005,0.006
2025-01-23,STP_TVM,F_1134,0.003
2025-01-23,STP_TVM,F_1139,0.002
2025-01-23,STP_TVM,F_1235,0.003
2025-01-23,STP_KKD,F_1135,0.011
2025-01-23,STP_KCH,F_1238,0.002
2025-01-23,STP_KKD,F_1230,0.002
2025-01-23,STP_KCH,F_1183,0.008
2025-01-23,STP_KKD,F_1057,0.002
2025-01-23,STP_KCH,F_1140,0.006
2025-01-23,STP_KCH,F_1093,0.002
2025-01-23,STP_KKD,F_1186,0.005
2025-01-23,STP_KKD,F_1058,0.002
2025-01-23,STP_GVR,F_1227,0.009
2025-01-23,STP_KKD,F_1142,0.004
2025-01-23,STP_KKD,F_1010,0.003
2025-01-23,STP_KKD,F_1090,0.011
2025-01-23,STP_KKD,F_1181,0.01
2025-01-23,STP_KKD,F_1225,0.002
2025-01-24,STP_GVR,F_1233,0.004
2025-01-24,STP_KCH,F_1224,0.015
2025-01-24,STP_KCH,F_1147,0.002
2025-01-24,STP_TVM,F_1046,0.011
2025-01-24,STP_KKD,F_1104,0.002
2025-01-24,STP_GVR,F_1234,0.004
2025-01-24,STP_KKD,F_1096,0.002
2025-01-24,STP_TVM,F_1008,0.004
2025-01-24,STP_KCH,F_1182,0.002
2025-01-24,STP_TVM,F_1054,0.004
2025-01-24,STP_KKD,F_1092,0.01
2025-01-24,STP_TVM,F_1137,0.01
2025-01-24,STP_TVM,F_1094,0.002
2025-01-24,STP_GVR,F_1001,0.002
2025-01-24,STP_KCH,F_1005,0.007
2025-01-24,STP_TVM,F_1134,0.003
2025-01-24,STP_TVM,F_1139,0.002
2025-01-24,STP_TVM,F_1235,0.003
2025-01-24,STP_KKD,F_1135,0.013
2025-01-24,STP_KCH,F_1238,0.002
2025-01-24,STP_KKD,F_1230,0.002
2025-01-24,STP_KCH,F_1183,0.009
2025-01-24,STP_KKD,F_1057,0.002
2025-01-24,STP_KCH,F_1140,0.007
2025-01-24,STP_KCH,F_1093,0.002
2025-01-24,STP_KKD,F_1186,0.006
2025-01-24,STP_KKD,F_1058,0.002
2025-01-24,STP_GVR,F_1227,0.01
2025-01-24,STP_KKD,F_1142,0.005
2025-01-24,STP_KKD,F_1010,0.003
2025-01-24,STP_KKD,F_1090,0.013
2025-01-24,STP_KKD,F_1181,0.011
2025-01-24,STP_KKD,F_1225,0.003
2025-01-25,STP_GVR,F_1233,0.005
2025-01-25,STP_KCH,F_1224,0.016
2025-01-25,STP_KCH,F_1147,0.003
2025-01-25,STP_TVM,F_1046,0.013
2025-01-25,STP_KKD,F_1104,0.002
2025-01-25,STP_GVR,F_1234,0.004
2025-01-25,STP_KKD,F_1096,0.002
2025-01-25,STP_TVM,F_1008,0.005
2025-01-25,STP_KCH,F_1182,0.002
2025-01-25,STP_TVM,F_1054,0.004
2025-01-25,STP_KKD,F_1092,0.011
2025-01-25,STP_TVM,F_1137,0.011
2025-01-25,STP_TVM,F_1094,0.002
2025-01-25,STP_GVR,F_1001,0.003
2025-01-25,STP_KCH,F_1005,0.008
2025-01-25,STP_TVM,F_1134,0.003
2025-01-25,STP_TVM,F_1139,0.002
2025-01-25,STP_TVM,F_1235,0.004
2025-01-25,STP_KKD,F_1135,0.015
2025-01-25,STP_KCH,F_1238,0.002
2025-01-25,STP_KKD,F_1230,0.002
2025-01-25,STP_KCH,F_1183,0.01
2025-01-25,STP_KKD,F_1057,0.003
2025-01-25,STP_KCH,F_1140,0.008
2025-01-25,STP_KCH,F_1093,0.002
2025-01-25,STP_GVR,F_1097,0.002
2025-01-25,STP_KKD,F_1186,0.007
2025-01-25,STP_KKD,F_1058,0.002
2025-01-25,STP_GVR,F_1227,0.011
2025-01-25,STP_KKD,F_1142,0.006
2025-01-25,STP_KKD,F_1010,0.004
2025-01-25,STP_KKD,F_1089,0.002
2025-01-25,STP_KKD,F_1044,0.002
2025-01-25,STP_KKD,F_1090,0.015
2025-01-25,STP_KKD,F_1015,0.002
2025-01-25,STP_KKD,F_1181,0.013
2025-01-25,STP_KKD,F_1225,0.003
2025-01-26,STP_GVR,F_1233,0.006
2025-01-26,STP_KCH,F_1224,0.018
2025-01-26,STP_KCH,F_1147,0.003
2025-01-26,STP_TVM,F_1046,0.015
2025-01-26,STP_KKD,F_1104,0.002
2025-01-26,STP_GVR,F_1234,0.005
2025-01-26,STP_KKD,F_1096,0.002
2025-01-26,STP_TVM,F_1008,0.006
2025-01-26,STP_KCH,F_1182,0.003
2025-01-26,STP_TVM,F_1054,0.005
2025-01-26,STP_KKD,F_1092,0.013
2025-01-26,STP_TVM,F_1137,0.013
2025-01-26,STP_TVM,F_1094,0.002
2025-01-26,STP_GVR,F_1001,0.003
2025-01-26,STP_TVM,F_1106,0.002
2025-01-26,STP_KCH,F_1061,0.002
2025-01-26,STP_KCH,F_1005,0.009
2025-01-26,STP_TVM,F_1180,0.002
2025-01-26,STP_TVM,F_1134,0.004
2025-01-26,STP_KCH,F_1000,0.002
2025-01-26,STP_TVM,F_1139,0.002
2025-01-26,STP_TVM,F_1235,0.004
2025-01-26,STP_KKD,F_1135,0.016
2025-01-26,STP_KCH,F_1238,0.003
2025-01-26,STP_KKD,F_1230,0.002
2025-01-26,STP_KCH,F_1183,0.011
2025-01-26,STP_KKD,F_1057,0.003
2025-01-26,STP_KCH,F_1140,0.009
2025-01-26,STP_KCH,F_1093,0.002
2025-01-26,STP_GVR,F_1097,0.002
2025-01-26,STP_KKD,F_1186,0.008
2025-01-26,STP_KKD,F_1058,0.003
2025-01-26,STP_GVR,F_1227,0.013
2025-01-26,STP_GVR,F_1045,0.002
2025-01-26,STP_KKD,F_1142,0.007
2025-01-26,STP_KKD,F_1010,0.004
2025-01-26,STP_KKD,F_1089,0.002
2025-01-26,STP_KKD,F_1044,0.002
2025-01-26,STP_KKD,F_1090,0.016
2025-01-26,STP_KKD,F_1015,0.002
2025-01-26,STP_KKD,F_1181,0.015
2025-01-26,STP_KKD,F_1225,0.003
2025-01-27,STP_GVR,F_1233,0.007
2025-01-27,STP_KCH,F_1099,0.002
2025-01-27,STP_KCH,F_1224,0.02
2025-01-27,STP_KCH,F_1147,0.004
2025-01-27,STP_TVM,F_1046,0.016
2025-01-27,STP_KKD,F_1104,0.003
2025-01-27,STP_GVR,F_1234,0.006
2025-01-27,STP_KKD,F_1096,0.002
2025-01-27,STP_TVM,F_1008,0.007
2025-01-27,STP_KCH,F_1182,0.003
2025-01-27,STP_TVM,F_1054,0.006
2025-01-27,STP_KKD,F_1092,0.015
2025-01-27,STP_KCH,F_1107,0.002
2025-01-27,STP_TVM,F_1137,0.015
2025-01-27,STP_TVM,F_1094,0.002
2025-01-27,STP_GVR,F_1001,0.003
2025-01-27,STP_TVM,F_1106,0.002
2025-01-27,STP_TVM,F_1189,0.002
2025-01-27,STP_KCH,F_1061,0.002
2025-01-27,STP_KCH,F_1005,0.01
2025-01-27,STP_TVM,F_1180,0.002
2025-01-27,STP_TVM,F_1134,0.004
2025-01-27,STP_KCH,F_1000,0.002
2025-01-27,STP_TVM,F_1139,0.002
2025-01-27,STP_TVM,F_1235,0.005
2025-01-27,STP_KKD,F_1135,0.018
2025-01-27,STP_KCH,F_1238,0.003
2025-01-27,STP_KKD,F_1230,0.002
2025-01-27,STP_KCH,F_1183,0.013
2025-01-27,STP_KKD,F_1057,0.004
2025-01-27,STP_KCH,F_1140,0.01
2025-01-27,STP_KCH,F_1093,0.003
2025-01-27,STP_GVR,F_1097,0.002
2025-01-27,STP_KKD,F_1186,0.009
2025-01-27,STP_KKD,F_1058,0.003
2025-01-27,STP_GVR,F_1227,0.015
2025-01-27,STP_GVR,F_1045,0.002
2025-01-27,STP_KKD,F_1142,0.008
2025-01-27,STP_KKD,F_1010,0.005
2025-01-27,STP_KKD,F_1089,0.002
2025-01-27,STP_KKD,F_1044,0.002
2025-01-27,STP_KKD,F_1090,0.018
2025-01-27,STP_KKD,F_1015,0.002
2025-01-27,STP_KKD,F_1181,0.016
2025-01-27,STP_KKD,F_1225,0.004
2025-01-28,STP_GVR,F_1233,0.008
2025-01-28,STP_KCH,F_1099,0.002
2025-01-28,STP_GVR,F_1108,0.002
2025-01-28,STP_KCH,F_1224,0.023
2025-01-28,STP_KCH,F_1147,0.004
2025-01-28,STP_TVM,F_1046,0.018
2025-01-28,STP_KKD,F_1104,0.003
2025-01-28,STP_GVR,F_1234,0.007
2025-01-28,STP_KKD,F_1096,0.002
2025-01-28,STP_TVM,F_1008,0.008
2025-01-28,STP_KCH,F_1182,0.003
2025-01-28,STP_TVM,F_1054,0.007
2025-01-28,STP_KKD,F_1092,0.016
2025-01-28,STP_KCH,F_1107,0.002
2025-01-28,STP_TVM,F_1137,0.016
2025-01-28,STP_TVM,F_1094,0.003
2025-01-28,STP_GVR,F_1001,0.004
2025-01-28,STP_TVM,F_1106,0.002
2025-01-28,STP_TVM,F_1189,0.002
2025-01-28,STP_KCH,F_1061,0.002
2025-01-28,STP_KCH,F_1005,0.011
2025-01-28,STP_TVM,F_1180,0.002
2025-01-28,STP_GVR,F_1243,0.002
2025-01-28,STP_KCH,F_1002,0.002
2025-01-28,STP_TVM,F_1134,0.004
2025-01-28,STP_KCH,F_1000,0.002
2025-01-28,STP_TVM,F_1139,0.003
2025-01-28,STP_TVM,F_1235,0.006
2025-01-28,STP_KKD,F_1135,0.02
2025-01-28,STP_KCH,F_1238,0.004
2025-01-28,STP_KKD,F_1230,0.002
2025-01-28,STP_KCH,F_1183,0.015
2025-01-28,STP_TVM,F_1047,0.002
2025-01-28,STP_KKD,F_1057,0.004
2025-01-28,STP_KCH,F_1140,0.011
2025-01-28,STP_KCH,F_1093,0.003
2025-01-28,STP_GVR,F_1097,0.002
2025-01-28,STP_TVM,F_1179,0.002
2025-01-28,STP_KKD,F_1186,0.01
2025-01-28,STP_KKD,F_1058,0.004
2025-01-28,STP_GVR,F_1227,0.016
2025-01-28,STP_GVR,F_1045,0.002
2025-01-28,STP_KKD,F_1142,0.009
2025-01-28,STP_KKD,F_1010,0.006
2025-01-28,STP_KKD,F_1089,0.002
2025-01-28,STP_KKD,F_1044,0.002
2025-01-28,STP_KKD,F_1090,0.02
2025-01-28,STP_KKD,F_1015,0.003
2025-01-28,STP_KKD,F_1181,0.018
2025-01-28,STP_KKD,F_1225,0.004
2025-01-29,STP_GVR,F_1233,0.009
2025-01-29,STP_KCH,F_1099,0.002
2025-01-29,STP_KCH,F_1244,0.002
2025-01-29,STP_GVR,F_1056,0.002
2025-01-29,STP_GVR,F_1108,0.002
2025-01-29,STP_KCH,F_1224,0.025
2025-01-29,STP_KCH,F_1147,0.005
2025-01-29,STP_TVM,F_1046,0.02
2025-01-29,STP_KKD,F_1104,0.004
2025-01-29,STP_GVR,F_1234,0.008
2025-01-29,STP_KKD,F_1096,0.002
2025-01-29,STP_KKD,F_1101,0.002
2025-01-29,STP_TVM,F_1008,0.009
2025-01-29,STP_KCH,F_1182,0.004
2025-01-29,STP_TVM,F_1054,0.008
2025-01-29,STP_KKD,F_1092,0.018
2025-01-29,STP_KCH,F_1107,0.002
2025-01-29,STP_TVM,F_1137,0.018
2025-01-29,STP_TVM,F_1094,0.003
2025-01-29,STP_GVR,F_1001,0.004
2025-01-29,STP_TVM,F_1106,0.003
2025-01-29,STP_TVM,F_1189,0.002
2025-01-29,STP_KCH,F_1061,0.003
2025-01-29,STP_KCH,F_1005,0.013
2025-01-29,STP_TVM,F_1180,0.002
2025-01-29,STP_GVR,F_1243,0.002
2025-01-29,STP_KCH,F_1002,0.002
2025-01-29,STP_TVM,F_1134,0.005
2025-01-29,STP_KCH,F_1000,0.002
2025-01-29,STP_TVM,F_1139,0.003
2025-01-29,STP_KKD,F_1199,0.002
2025-01-29,STP_TVM,F_1235,0.007
2025-01-29,STP_KKD,F_1135,0.023
2025-01-29,STP_KCH,F_1238,0.004
2025-01-29,STP_KKD,F_1230,0.003
2025-01-29,STP_KCH,F_1183,0.016
2025-01-29,STP_TVM,F_1047,0.002
2025-01-29,STP_KKD,F_1057,0.005
2025-01-29,STP_KCH,F_1140,0.013
2025-01-29,STP_KCH,F_1093,0.003
2025-01-29,STP_GVR,F_1097,0.002
2025-01-29,STP_TVM,F_1179,0.002
2025-01-29,STP_KKD,F_1186,0.011
2025-01-29,STP_KKD,F_1058,0.004
2025-01-29,STP_GVR,F_1227,0.018
2025-01-29,STP_KKD,F_1191,0.002
2025-01-29,STP_GVR,F_1045,0.002
2025-01-29,STP_KKD,F_1142,0.01
2025-01-29,STP_KKD,F_1010,0.007
2025-01-29,STP_KKD,F_1089,0.002
2025-01-29,STP_KKD,F_1003,0.002
2025-01-29,STP_KKD,F_1044,0.002
2025-01-29,STP_KKD,F_1090,0.023
2025-01-29,STP_KKD,F_1015,0.003
2025-01-29,STP_KKD,F_1181,0.02
2025-01-29,STP_KKD,F_1225,0.004
2025-01-30,STP_GVR,F_1233,0.01
2025-01-30,STP_KCH,F_1099,0.002
2025-01-30,STP_KCH,F_1244,0.002
2025-01-30,STP_GVR,F_1056,0.002
2025-01-30,STP_GVR,F_1108,0.002
2025-01-30,STP_KCH,F_1224,0.028
2025-01-30,STP_KCH,F_1147,0.006
2025-01-30,STP_TVM,F_1046,0.023
2025-01-30,STP_KKD,F_1104,0.004
2025-01-30,STP_TVM,F_1245,0.002
2025-01-30,STP_GVR,F_1234,0.009
2025-01-30,STP_KKD,F_1096,0.003
2025-01-30,STP_KKD,F_1101,0.002
2025-01-30,STP_TVM,F_1008,0.01
2025-01-30,STP_KCH,F_1184,0.002
2025-01-30,STP_KCH,F_1182,0.004
2025-01-30,STP_TVM,F_1054,0.009
2025-01-30,STP_KKD,F_1092,0.02
2025-01-30,STP_KCH,F_1107,0.003
2025-01-30,STP_TVM,F_1137,0.02
2025-01-30,STP_TVM,F_1094,0.003
2025-01-30,STP_GVR,F_1001,0.004
2025-01-30,STP_TVM,F_1106,0.003
2025-01-30,STP_TVM,F_1189,0.002
2025-01-30,STP_KCH,F_1102,0.002
2025-01-30,STP_KCH,F_1061,0.003
2025-01-30,STP_KCH,F_1005,0.015
2025-01-30,STP_TVM,F_1180,0.002
2025-01-30,STP_GVR,F_1243,0.002
2025-01-30,STP_KCH,F_1002,0.002
2025-01-30,STP_TVM,F_1134,0.005
2025-01-30,STP_KCH,F_1000,0.002
2025-01-30,STP_TVM,F_1091,0.002
2025-01-30,STP_GVR,F_1226,0.002
2025-01-30,STP_KCH,F_1004,0.002
2025-01-30,STP_TVM,F_1139,0.003
2025-01-30,STP_KKD,F_1199,0.002
2025-01-30,STP_TVM,F_1235,0.008
2025-01-30,STP_KKD,F_1135,0.025
2025-01-30,STP_KCH,F_1238,0.005
2025-01-30,STP_KKD,F_1230,0.003
2025-01-30,STP_KCH,F_1183,0.018
2025-01-30,STP_TVM,F_1047,0.002
2025-01-30,STP_KKD,F_1012,0.002
2025-01-30,STP_KKD,F_1057,0.006
2025-01-30,STP_KCH,F_1140,0.015
2025-01-30,STP_KCH,F_1093,0.004
2025-01-30,STP_GVR,F_1097,0.002
2025-01-30,STP_TVM,F_1179,0.002
2025-01-30,STP_KKD,F_1186,0.013
2025-01-30,STP_KKD,F_1058,0.005
2025-01-30,STP_GVR,F_1227,0.02
2025-01-30,STP_KCH,F_1049,0.002
2025-01-30,STP_KKD,F_1191,0.002
2025-01-30,STP_GVR,F_1045,0.002
2025-01-30,STP_KKD,F_1142,0.011
2025-01-30,STP_KKD,F_1010,0.008
2025-01-30,STP_KKD,F_1089,0.002
2025-01-30,STP_KKD,F_1003,0.002
2025-01-30,STP_KKD,F_1136,0.002
2025-01-30,STP_KKD,F_1044,0.002
2025-01-30,STP_KKD,F_1090,0.025
2025-01-30,STP_KKD,F_1015,0.004
2025-01-30,STP_KKD,F_1181,0.023
2025-01-30,STP_KKD,F_1225,0.005
2025-01-31,STP_GVR,F_1233,0.011
2025-01-31,STP_KCH,F_1099,0.002
2025-01-31,STP_KCH,F_1244,0.002
2025-01-31,STP_GVR,F_1056,0.002
2025-01-31,STP_GVR,F_1108,0.003
2025-01-31,STP_KCH,F_1224,0.03
2025-01-31,STP_KCH,F_1147,0.007
2025-01-31,STP_KCH,F_1050,0.002
2025-01-31,STP_TVM,F_1046,0.025
2025-01-31,STP_KKD,F_1104,0.005
2025-01-31,STP_TVM,F_1245,0.002
2025-01-31,STP_GVR,F_1234,0.01
2025-01-31,STP_KKD,F_1096,0.003
2025-01-31,STP_KKD,F_1101,0.002
2025-01-31,STP_TVM,F_1008,0.011
2025-01-31,STP_KCH,F_1184,0.002
2025-01-31,STP_KCH,F_1182,0.004
2025-01-31,STP_TVM,F_1054,0.01
2025-01-31,STP_KKD,F_1092,0.023
2025-01-31,STP_KCH,F_1107,0.003
2025-01-31,STP_TVM,F_1137,0.023
2025-01-31,STP_TVM,F_1094,0.004
2025-01-31,STP_GVR,F_1001,0.005
2025-01-31,STP_TVM,F_1106,0.004
2025-01-31,STP_TVM,F_1189,0.002
2025-01-31,STP_KCH,F_1102,0.002
2025-01-31,STP_KCH,F_1061,0.004
2025-01-31,STP_KCH,F_1005,0.016
2025-01-31,STP_TVM,F_1180,0.002
2025-01-31,STP_GVR,F_1243,0.003
2025-01-31,STP_KCH,F_1002,0.002
2025-01-31,STP_KCH,F_1111,0.002
2025-01-31,STP_TVM,F_1134,0.006
2025-01-31,STP_KCH,F_1000,0.002
2025-01-31,STP_TVM,F_1091,0.002
2025-01-31,STP_GVR,F_1226,0.002
2025-01-31,STP_KCH,F_1004,0.002
2025-01-31,STP_TVM,F_1139,0.004
2025-01-31,STP_KKD,F_1199,0.002
2025-01-31,STP_TVM,F_1235,0.009
2025-01-31,STP_KKD,F_1135,0.028
2025-01-31,STP_KCH,F_1238,0.006
2025-01-31,STP_KKD,F_1230,0.003
2025-01-31,STP_KCH,F_1183,0.02
2025-01-31,STP_TVM,F_1047,0.002
2025-01-31,STP_KKD,F_1012,0.002
2025-01-31,STP_KKD,F_1057,0.007
2025-01-31,STP_KCH,F_1140,0.016
2025-01-31,STP_KCH,F_1093,0.004
2025-01-31,STP_GVR,F_1097,0.003
2025-01-31,STP_TVM,F_1179,0.002
2025-01-31,STP_KKD,F_1186,0.015
2025-01-31,STP_KKD,F_1058,0.006
2025-01-31,STP_GVR,F_1227,0.023
2025-01-31,STP_KCH,F_1049,0.002
2025-01-31,STP_KKD,F_1191,0.002
2025-01-31,STP_GVR,F_1045,0.002
2025-01-31,STP_KKD,F_1142,0.013
2025-01-31,STP_KKD,F_1010,0.009
2025-01-31,STP_KKD,F_1089,0.002
2025-01-31,STP_KKD,F_1003,0.002
2025-01-31,STP_KKD,F_1136,0.002
2025-01-31,STP_KKD,F_1044,0.002
2025-01-31,STP_KKD,F_1201,0.002
2025-01-31,STP_KKD,F_1090,0.028
2025-01-31,STP_KKD,F_1015,0.004
2025-01-31,STP_KKD,F_1181,0.025
2025-01-31,STP_KKD,F_1225,0.005
2025-02-01,STP_GVR,F_1233,0.013
2025-02-01,STP_KCH,F_1099,0.002
2025-02-01,STP_KCH,F_1244,0.003
2025-02-01,STP_GVR,F_1056,0.002
2025-02-01,STP_GVR,F_1108,0.003
2025-02-01,STP_KCH,F_1224,0.033
2025-02-01,STP_KCH,F_1147,0.008
2025-02-01,STP_KCH,F_1050,0.002
2025-02-01,STP_TVM,F_1046,0.028
2025-02-01,STP_KKD,F_1104,0.006
2025-02-01,STP_TVM,F_1245,0.002
2025-02-01,STP_GVR,F_1234,0.011
2025-02-01,STP_KKD,F_1096,0.003
2025-02-01,STP_KCH,F_1051,0.002
2025-02-01,STP_KKD,F_1101,0.002
2025-02-01,STP_TVM,F_1008,0.013
2025-02-01,STP_KCH,F_1184,0.002
2025-02-01,STP_KCH,F_1182,0.005
2025-02-01,STP_TVM,F_1054,0.011
2025-02-01,STP_KKD,F_1092,0.025
2025-02-01,STP_KCH,F_1107,0.004
2025-02-01,STP_TVM,F_1137,0.025
2025-02-01,STP_TVM,F_1094,0.004
2025-02-01,STP_GVR,F_1001,0.005
2025-02-01,STP_TVM,F_1106,0.004
2025-02-01,STP_KCH,F_1157,0.002
2025-02-01,STP_TVM,F_1189,0.002
2025-02-01,STP_KCH,F_1102,0.002
2025-02-01,STP_KCH,F_1061,0.004
2025-02-01,STP_KCH,F_1005,0.018
2025-02-01,STP_TVM,F_1180,0.002
2025-02-01,STP_GVR,F_1243,0.003
2025-02-01,STP_KCH,F_1002,0.002
2025-02-01,STP_KCH,F_1111,0.002
2025-02-01,STP_TVM,F_1134,0.006
2025-02-01,STP_KCH,F_1000,0.002
2025-02-01,STP_TVM,F_1091,0.002
2025-02-01,STP_GVR,F_1226,0.002
2025-02-01,STP_KCH,F_1004,0.002
2025-02-01,STP_TVM,F_1139,0.004
2025-02-01,STP_KKD,F_1199,0.003
2025-02-01,STP_TVM,F_1235,0.01
2025-02-01,STP_KCH,F_1048,0.002
2025-02-01,STP_KKD,F_1135,0.03
2025-02-01,STP_KCH,F_1238,0.007
2025-02-01,STP_KKD,F_1230,0.004
2025-02-01,STP_KCH,F_1183,0.023
2025-02-01,STP_TVM,F_1047,0.002
2025-02-01,STP_KKD,F_1012,0.002
2025-02-01,STP_KKD,F_1057,0.008
2025-02-01,STP_KCH,F_1140,0.018
2025-02-01,STP_KCH,F_1093,0.004
2025-02-01,STP_GVR,F_1097,0.003
2025-02-01,STP_TVM,F_1179,0.002
2025-02-01,STP_KKD,F_1186,0.016
2025-02-01,STP_KKD,F_1058,0.007
2025-02-01,STP_GVR,F_1227,0.025
2025-02-01,STP_KCH,F_1049,0.002
2025-02-01,STP_KKD,F_1191,0.002
2025-02-01,STP_GVR,F_1045,0.002
2025-02-01,STP_GVR,F_1228,0.002
2025-02-01,STP_KCH,F_1138,0.002
